Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Year of Purchase,Month of Purchase,Day of Purchase,Weekday of Purchase,Age Category
2102,2020-04-09 10:44:44,Clothing,48,5,3758,Credit Card,59,0.0,Jeffrey Harris,59,Female,0,2020,4,9,3,41-60
2102,2021-04-27 15:51:17,Books,370,3,775,Cash,59,,Jeffrey Harris,59,Female,0,2021,4,27,1,41-60
2102,2022-03-03 06:04:07,Books,414,1,4082,Crypto,59,1.0,Jeffrey Harris,59,Female,0,2022,3,3,3,41-60
2102,2021-08-16 09:29:33,Electronics,274,4,3025,PayPal,59,1.0,Jeffrey Harris,59,Female,0,2021,8,16,0,41-60
34604,2023-06-09 04:25:54,Books,489,3,1819,Cash,33,0.0,Tracey Stanton,33,Female,0,2023,6,9,4,21-40
34604,2023-02-09 16:22:15,Books,365,4,2998,Cash,33,,Tracey Stanton,33,Female,0,2023,2,9,3,21-40
34604,2020-11-02 20:52:45,Electronics,119,3,1395,Credit Card,33,0.0,Tracey Stanton,33,Female,0,2020,11,2,0,21-40
34604,2020-02-27 00:27:55,Books,129,2,2958,PayPal,33,0.0,Tracey Stanton,33,Female,0,2020,2,27,3,21-40
34604,2023-06-06 05:25:56,Books,311,1,4337,PayPal,33,1.0,Tracey Stanton,33,Female,0,2023,6,6,1,21-40
43438,2022-02-20 21:43:04,Books,248,5,3779,Cash,49,1.0,Justin Jones,49,Male,0,2022,2,20,6,41-60
43438,2020-03-16 14:00:22,Clothing,134,5,4916,Credit Card,49,0.0,Justin Jones,49,Male,0,2020,3,16,0,41-60
43438,2023-08-01 05:46:42,Books,271,5,2761,Crypto,49,1.0,Justin Jones,49,Male,0,2023,8,1,1,41-60
43438,2020-02-29 05:25:14,Home,428,2,4145,Credit Card,49,0.0,Justin Jones,49,Male,0,2020,2,29,5,41-60
43438,2022-11-08 17:47:57,Electronics,214,5,4014,Cash,49,0.0,Justin Jones,49,Male,0,2022,11,8,1,41-60
43438,2023-08-16 02:08:57,Books,368,1,1836,PayPal,49,0.0,Justin Jones,49,Male,0,2023,8,16,2,41-60
43438,2021-02-14 00:17:07,Home,55,3,1627,Credit Card,49,,Justin Jones,49,Male,0,2021,2,14,6,41-60
43438,2022-12-08 11:23:48,Home,276,4,3053,PayPal,49,1.0,Justin Jones,49,Male,0,2022,12,8,3,41-60
43438,2020-05-11 13:04:00,Clothing,84,3,2579,Credit Card,49,1.0,Justin Jones,49,Male,0,2020,5,11,0,41-60
45565,2020-02-24 11:34:52,Books,442,2,3270,Credit Card,60,1.0,Mary Johnson,60,Male,0,2020,2,24,0,41-60
45565,2022-09-10 11:16:20,Home,251,3,4582,Credit Card,60,1.0,Mary Johnson,60,Male,0,2022,9,10,5,41-60
45565,2021-06-08 14:05:29,Books,246,5,587,Crypto,60,0.0,Mary Johnson,60,Male,0,2021,6,8,1,41-60
45565,2023-03-12 09:05:01,Electronics,234,5,1864,Credit Card,60,0.0,Mary Johnson,60,Male,0,2023,3,12,6,41-60
45565,2022-09-05 22:13:20,Electronics,440,3,3042,Credit Card,60,0.0,Mary Johnson,60,Male,0,2022,9,5,0,41-60
45565,2023-05-02 16:35:51,Home,345,5,496,PayPal,60,0.0,Mary Johnson,60,Male,0,2023,5,2,1,41-60
35054,2023-01-01 10:10:14,Clothing,264,5,4871,PayPal,46,1.0,Sarah Odom,46,Female,1,2023,1,1,6,41-60
35054,2021-12-15 11:17:48,Home,451,1,2481,Credit Card,46,1.0,Sarah Odom,46,Female,1,2021,12,15,2,41-60
35054,2022-12-29 11:45:31,Clothing,93,2,4898,Cash,46,1.0,Sarah Odom,46,Female,1,2022,12,29,3,41-60
35054,2022-02-25 00:21:18,Books,320,1,4075,PayPal,46,1.0,Sarah Odom,46,Female,1,2022,2,25,4,41-60
35054,2022-04-10 11:19:27,Home,100,3,2004,Cash,46,0.0,Sarah Odom,46,Female,1,2022,4,10,6,41-60
25525,2022-05-31 00:30:08,Books,13,2,4359,Credit Card,56,0.0,James Barajas,56,Female,0,2022,5,31,1,41-60
25525,2023-05-20 09:25:01,Clothing,169,4,838,Cash,56,,James Barajas,56,Female,0,2023,5,20,5,41-60
25525,2021-08-10 13:07:27,Home,455,4,3459,PayPal,56,,James Barajas,56,Female,0,2021,8,10,1,41-60
25525,2023-04-24 05:22:11,Clothing,479,3,4505,Credit Card,56,0.0,James Barajas,56,Female,0,2023,4,24,0,41-60
25525,2022-03-25 02:47:09,Clothing,467,1,5185,Credit Card,56,1.0,James Barajas,56,Female,0,2022,3,25,4,41-60
34312,2023-04-14 00:25:54,Clothing,328,4,3763,Credit Card,54,1.0,Kelly Ortiz,54,Female,0,2023,4,14,4,41-60
34312,2022-01-27 04:33:33,Home,111,3,3148,PayPal,54,,Kelly Ortiz,54,Female,0,2022,1,27,3,41-60
34312,2020-05-05 23:22:57,Books,310,5,2567,PayPal,54,1.0,Kelly Ortiz,54,Female,0,2020,5,5,1,41-60
34312,2020-10-06 00:46:55,Books,465,1,4513,Credit Card,54,1.0,Kelly Ortiz,54,Female,0,2020,10,6,1,41-60
34312,2022-12-14 22:56:52,Home,190,2,2255,Cash,54,1.0,Kelly Ortiz,54,Female,0,2022,12,14,2,41-60
34312,2020-07-19 16:32:22,Books,119,2,3228,Crypto,54,0.0,Kelly Ortiz,54,Female,0,2020,7,19,6,41-60
34312,2021-06-02 00:59:12,Clothing,155,1,2066,PayPal,54,1.0,Kelly Ortiz,54,Female,0,2021,6,2,2,41-60
34312,2023-02-21 04:12:27,Clothing,406,1,2652,Credit Card,54,0.0,Kelly Ortiz,54,Female,0,2023,2,21,1,41-60
34312,2022-01-17 18:43:34,Home,45,2,4159,Cash,54,1.0,Kelly Ortiz,54,Female,0,2022,1,17,0,41-60
34312,2023-08-19 12:36:46,Books,370,4,3635,Cash,54,0.0,Kelly Ortiz,54,Female,0,2023,8,19,5,41-60
36900,2023-06-25 09:32:01,Clothing,107,1,4406,Credit Card,27,0.0,Jeffrey Jackson,27,Male,1,2023,6,25,6,21-40
36900,2021-02-02 19:20:01,Home,419,4,1069,PayPal,27,0.0,Jeffrey Jackson,27,Male,1,2021,2,2,1,21-40
36900,2021-10-05 03:21:21,Clothing,283,1,637,PayPal,27,1.0,Jeffrey Jackson,27,Male,1,2021,10,5,1,21-40
36900,2021-12-02 01:51:53,Electronics,168,1,1428,Credit Card,27,1.0,Jeffrey Jackson,27,Male,1,2021,12,2,3,21-40
36900,2023-05-16 02:44:30,Clothing,22,5,1985,PayPal,27,,Jeffrey Jackson,27,Male,1,2023,5,16,1,21-40
7445,2021-04-14 04:42:43,Electronics,151,5,2769,Credit Card,23,1.0,Mallory Boyd,23,Female,0,2021,4,14,2,21-40
7445,2023-03-07 20:20:37,Electronics,469,4,4050,Credit Card,23,1.0,Mallory Boyd,23,Female,0,2023,3,7,1,21-40
7445,2021-07-08 14:51:17,Electronics,246,4,3584,Credit Card,23,1.0,Mallory Boyd,23,Female,0,2021,7,8,3,21-40
7445,2023-06-10 10:22:02,Clothing,338,3,1130,PayPal,23,1.0,Mallory Boyd,23,Female,0,2023,6,10,5,21-40
7445,2020-09-30 15:32:07,Home,205,2,3903,PayPal,23,1.0,Mallory Boyd,23,Female,0,2020,9,30,2,21-40
7445,2022-06-30 12:15:39,Home,79,1,1218,Crypto,23,0.0,Mallory Boyd,23,Female,0,2022,6,30,3,21-40
21582,2020-10-06 14:06:52,Clothing,450,2,1408,Crypto,44,,Stephen Becker,44,Female,0,2020,10,6,1,41-60
21582,2020-03-11 04:13:47,Clothing,53,3,3803,Cash,44,1.0,Stephen Becker,44,Female,0,2020,3,11,2,41-60
21582,2023-07-21 12:45:35,Electronics,464,1,2878,PayPal,44,0.0,Stephen Becker,44,Female,0,2023,7,21,4,41-60
21582,2020-04-13 04:41:36,Clothing,155,3,4564,Credit Card,44,0.0,Stephen Becker,44,Female,0,2020,4,13,0,41-60
21582,2021-10-30 09:06:48,Clothing,227,2,3295,Cash,44,0.0,Stephen Becker,44,Female,0,2021,10,30,5,41-60
21582,2021-01-14 15:48:41,Clothing,496,1,275,Cash,44,0.0,Stephen Becker,44,Female,0,2021,1,14,3,41-60
21582,2020-05-20 16:07:04,Books,499,2,1843,Crypto,44,0.0,Stephen Becker,44,Female,0,2020,5,20,2,41-60
21582,2020-09-13 12:07:04,Home,374,3,2482,Credit Card,44,,Stephen Becker,44,Female,0,2020,9,13,6,41-60
21582,2023-01-31 06:51:57,Clothing,233,2,2255,Credit Card,44,1.0,Stephen Becker,44,Female,0,2023,1,31,1,41-60
21582,2020-02-24 06:43:00,Clothing,87,4,3158,PayPal,44,0.0,Stephen Becker,44,Female,0,2020,2,24,0,41-60
21582,2020-02-06 07:38:56,Electronics,131,2,2715,Cash,44,,Stephen Becker,44,Female,0,2020,2,6,3,41-60
37866,2022-01-28 19:03:54,Clothing,439,4,3911,Crypto,36,1.0,Rachel Robinson,36,Male,0,2022,1,28,4,21-40
37866,2021-05-30 19:20:08,Books,424,5,1853,Credit Card,36,,Rachel Robinson,36,Male,0,2021,5,30,6,21-40
37866,2021-04-16 10:14:47,Clothing,486,5,5080,Cash,36,1.0,Rachel Robinson,36,Male,0,2021,4,16,4,21-40
37866,2020-10-25 19:15:58,Home,342,1,3934,Cash,36,0.0,Rachel Robinson,36,Male,0,2020,10,25,6,21-40
12148,2021-12-08 19:40:55,Clothing,338,5,2859,Credit Card,66,,Mary Compton,66,Male,0,2021,12,8,2,61-80
12148,2021-02-28 20:34:41,Clothing,103,2,4428,Crypto,66,1.0,Mary Compton,66,Male,0,2021,2,28,6,61-80
12148,2023-04-01 03:38:26,Clothing,171,5,1948,Crypto,66,0.0,Mary Compton,66,Male,0,2023,4,1,5,61-80
12148,2022-03-16 16:07:12,Home,125,5,4384,Cash,66,0.0,Mary Compton,66,Male,0,2022,3,16,2,61-80
12148,2022-06-07 13:38:37,Electronics,161,1,3089,Credit Card,66,1.0,Mary Compton,66,Male,0,2022,6,7,1,61-80
12148,2020-10-08 16:57:28,Electronics,187,1,3583,PayPal,66,,Mary Compton,66,Male,0,2020,10,8,3,61-80
12148,2022-08-05 23:49:12,Electronics,483,4,3676,Credit Card,66,1.0,Mary Compton,66,Male,0,2022,8,5,4,61-80
45621,2020-01-24 05:36:45,Home,263,3,505,Crypto,19,0.0,Mrs. Linda Rich,19,Female,0,2020,1,24,4,0-20
45621,2023-03-13 05:14:19,Clothing,295,1,235,PayPal,19,1.0,Mrs. Linda Rich,19,Female,0,2023,3,13,0,0-20
45621,2023-05-03 04:50:28,Books,59,3,3128,PayPal,19,1.0,Mrs. Linda Rich,19,Female,0,2023,5,3,2,0-20
45621,2022-01-20 20:07:02,Home,23,1,3438,Cash,19,,Mrs. Linda Rich,19,Female,0,2022,1,20,3,0-20
20810,2020-06-07 17:39:50,Clothing,32,5,2167,PayPal,48,1.0,Ebony Collins,48,Female,0,2020,6,7,6,41-60
20810,2021-10-18 06:19:54,Books,380,3,1027,Credit Card,48,,Ebony Collins,48,Female,0,2021,10,18,0,41-60
20810,2020-04-19 11:43:55,Clothing,377,4,3833,PayPal,48,1.0,Ebony Collins,48,Female,0,2020,4,19,6,41-60
20810,2022-10-28 02:22:53,Clothing,440,5,3743,Credit Card,48,1.0,Ebony Collins,48,Female,0,2022,10,28,4,41-60
8691,2021-01-04 00:00:53,Home,384,5,3864,Credit Card,37,0.0,Jimmy Lewis,37,Male,0,2021,1,4,0,21-40
8691,2021-03-10 08:13:31,Books,94,5,937,PayPal,37,1.0,Jimmy Lewis,37,Male,0,2021,3,10,2,21-40
8691,2023-07-10 13:47:01,Books,314,4,1894,Credit Card,37,,Jimmy Lewis,37,Male,0,2023,7,10,0,21-40
8691,2023-02-09 10:55:26,Books,360,2,2102,Credit Card,37,1.0,Jimmy Lewis,37,Male,0,2023,2,9,3,21-40
8691,2023-05-14 22:22:04,Clothing,461,2,1839,PayPal,37,0.0,Jimmy Lewis,37,Male,0,2023,5,14,6,21-40
21823,2022-04-08 09:40:29,Home,343,3,1097,Crypto,42,1.0,Jerry Anderson,42,Female,0,2022,4,8,4,41-60
21823,2020-03-29 14:19:54,Electronics,170,4,295,Credit Card,42,1.0,Jerry Anderson,42,Female,0,2020,3,29,6,41-60
21823,2022-03-22 02:29:55,Clothing,253,3,2457,Credit Card,42,0.0,Jerry Anderson,42,Female,0,2022,3,22,1,41-60
21823,2023-03-19 00:57:36,Books,84,5,3026,Crypto,42,0.0,Jerry Anderson,42,Female,0,2023,3,19,6,41-60
21823,2020-07-17 07:53:52,Books,224,3,1797,PayPal,42,1.0,Jerry Anderson,42,Female,0,2020,7,17,4,41-60
21823,2020-11-07 13:30:08,Clothing,372,5,436,Crypto,42,1.0,Jerry Anderson,42,Female,0,2020,11,7,5,41-60
21823,2022-06-10 06:38:04,Home,10,4,4126,Crypto,42,1.0,Jerry Anderson,42,Female,0,2022,6,10,4,41-60
21823,2020-06-09 18:01:30,Clothing,421,5,4322,Cash,42,1.0,Jerry Anderson,42,Female,0,2020,6,9,1,41-60
20664,2020-08-27 17:10:52,Clothing,95,5,1412,Credit Card,61,1.0,Haley Morgan,61,Female,1,2020,8,27,3,61-80
20664,2022-03-30 11:46:37,Books,18,5,4784,Cash,61,0.0,Haley Morgan,61,Female,1,2022,3,30,2,61-80
20664,2022-04-29 21:29:16,Books,306,1,1819,Credit Card,61,0.0,Haley Morgan,61,Female,1,2022,4,29,4,61-80
20664,2021-04-04 00:05:35,Home,393,4,2960,PayPal,61,0.0,Haley Morgan,61,Female,1,2021,4,4,6,61-80
20664,2022-04-09 17:52:18,Clothing,122,3,4787,Credit Card,61,,Haley Morgan,61,Female,1,2022,4,9,5,61-80
20664,2023-07-28 12:01:35,Electronics,369,5,2854,Cash,61,0.0,Haley Morgan,61,Female,1,2023,7,28,4,61-80
49271,2022-06-21 07:59:20,Electronics,67,5,3714,PayPal,18,0.0,Kristi Welch,18,Female,0,2022,6,21,1,0-20
49271,2021-12-05 06:59:58,Home,243,3,2691,Credit Card,18,0.0,Kristi Welch,18,Female,0,2021,12,5,6,0-20
49271,2021-12-10 11:12:49,Clothing,153,3,3517,Crypto,18,,Kristi Welch,18,Female,0,2021,12,10,4,0-20
49271,2021-04-23 17:53:52,Clothing,371,5,1023,Credit Card,18,0.0,Kristi Welch,18,Female,0,2021,4,23,4,0-20
49271,2021-09-12 15:50:13,Books,264,5,847,Credit Card,18,0.0,Kristi Welch,18,Female,0,2021,9,12,6,0-20
49271,2022-12-11 04:01:32,Home,124,3,212,Credit Card,18,0.0,Kristi Welch,18,Female,0,2022,12,11,6,0-20
49271,2022-02-09 12:10:33,Clothing,278,3,3845,Credit Card,18,1.0,Kristi Welch,18,Female,0,2022,2,9,2,0-20
16518,2022-10-31 13:00:12,Clothing,316,2,2737,Credit Card,56,0.0,James Johnson III,56,Female,0,2022,10,31,0,41-60
16518,2021-07-21 10:35:50,Books,313,4,3922,Credit Card,56,0.0,James Johnson III,56,Female,0,2021,7,21,2,41-60
16518,2023-09-08 13:16:38,Electronics,326,4,5197,PayPal,56,1.0,James Johnson III,56,Female,0,2023,9,8,4,41-60
16518,2022-05-25 22:40:02,Clothing,114,5,3024,Credit Card,56,1.0,James Johnson III,56,Female,0,2022,5,25,2,41-60
16518,2021-03-24 00:59:24,Books,24,5,853,Cash,56,,James Johnson III,56,Female,0,2021,3,24,2,41-60
16518,2020-09-12 08:56:08,Home,108,4,843,Crypto,56,1.0,James Johnson III,56,Female,0,2020,9,12,5,41-60
6311,2022-03-26 03:18:16,Electronics,254,4,4318,Credit Card,34,1.0,Gary Ward,34,Female,1,2022,3,26,5,21-40
6311,2021-03-12 15:14:36,Electronics,446,3,1742,PayPal,34,0.0,Gary Ward,34,Female,1,2021,3,12,4,21-40
6311,2022-10-26 20:32:31,Home,157,3,5105,Crypto,34,0.0,Gary Ward,34,Female,1,2022,10,26,2,21-40
6311,2023-04-10 04:36:30,Electronics,370,3,4316,Credit Card,34,,Gary Ward,34,Female,1,2023,4,10,0,21-40
41921,2022-01-09 04:25:07,Books,330,4,3026,Credit Card,34,0.0,Michael Chandler,34,Male,0,2022,1,9,6,21-40
41921,2021-10-13 02:12:30,Clothing,118,1,2755,Credit Card,34,1.0,Michael Chandler,34,Male,0,2021,10,13,2,21-40
41921,2020-03-29 22:47:18,Books,394,4,503,Crypto,34,1.0,Michael Chandler,34,Male,0,2020,3,29,6,21-40
41921,2023-01-08 07:12:55,Clothing,90,2,502,PayPal,34,,Michael Chandler,34,Male,0,2023,1,8,6,21-40
41921,2023-02-08 05:43:34,Clothing,293,3,4432,PayPal,34,0.0,Michael Chandler,34,Male,0,2023,2,8,2,21-40
36103,2022-12-07 08:18:05,Clothing,344,1,2404,Credit Card,25,0.0,Michelle Marquez,25,Female,0,2022,12,7,2,21-40
36103,2021-02-27 07:12:36,Home,39,1,482,Credit Card,25,0.0,Michelle Marquez,25,Female,0,2021,2,27,5,21-40
36103,2022-12-27 03:24:13,Books,97,2,1802,Cash,25,0.0,Michelle Marquez,25,Female,0,2022,12,27,1,21-40
31148,2020-05-30 23:00:05,Books,497,5,1955,Credit Card,36,1.0,Daniel Brown,36,Female,1,2020,5,30,5,21-40
31148,2021-02-19 16:11:18,Home,437,2,2398,Cash,36,,Daniel Brown,36,Female,1,2021,2,19,4,21-40
31148,2020-10-14 10:05:59,Books,130,2,4766,PayPal,36,1.0,Daniel Brown,36,Female,1,2020,10,14,2,21-40
31148,2023-04-22 10:52:20,Books,329,3,2722,PayPal,36,1.0,Daniel Brown,36,Female,1,2023,4,22,5,21-40
31148,2020-06-12 17:36:00,Electronics,472,2,865,Cash,36,0.0,Daniel Brown,36,Female,1,2020,6,12,4,21-40
31148,2020-01-13 10:21:39,Clothing,338,4,3669,Credit Card,36,1.0,Daniel Brown,36,Female,1,2020,1,13,0,21-40
8566,2022-07-20 10:55:02,Clothing,296,5,390,Credit Card,28,1.0,Carla Burton,28,Female,0,2022,7,20,2,21-40
8566,2021-12-24 19:43:50,Electronics,356,2,790,Crypto,28,,Carla Burton,28,Female,0,2021,12,24,4,21-40
8566,2020-10-12 14:23:04,Home,481,3,1293,Cash,28,1.0,Carla Burton,28,Female,0,2020,10,12,0,21-40
8566,2021-10-25 17:36:16,Books,395,4,3927,Cash,28,1.0,Carla Burton,28,Female,0,2021,10,25,0,21-40
8566,2022-11-05 05:18:01,Books,471,2,1654,Cash,28,1.0,Carla Burton,28,Female,0,2022,11,5,5,21-40
19914,2023-09-08 12:22:12,Clothing,130,5,4783,PayPal,23,0.0,Adam Smith,23,Male,0,2023,9,8,4,21-40
19914,2020-09-17 08:20:17,Books,86,2,4949,Cash,23,0.0,Adam Smith,23,Male,0,2020,9,17,3,21-40
19914,2022-03-21 05:44:07,Books,39,1,4480,Crypto,23,,Adam Smith,23,Male,0,2022,3,21,0,21-40
19914,2020-03-15 19:30:35,Home,336,2,291,Cash,23,,Adam Smith,23,Male,0,2020,3,15,6,21-40
22476,2022-10-01 19:24:47,Electronics,45,5,2064,PayPal,67,1.0,Brian Mitchell,67,Male,0,2022,10,1,5,61-80
22476,2023-02-26 08:11:16,Clothing,48,5,2932,Cash,67,,Brian Mitchell,67,Male,0,2023,2,26,6,61-80
22476,2020-09-17 19:43:49,Books,113,1,960,PayPal,67,1.0,Brian Mitchell,67,Male,0,2020,9,17,3,61-80
22476,2022-07-03 09:40:34,Clothing,175,1,1246,Cash,67,0.0,Brian Mitchell,67,Male,0,2022,7,3,6,61-80
22476,2023-02-28 21:45:13,Clothing,98,5,1977,Credit Card,67,0.0,Brian Mitchell,67,Male,0,2023,2,28,1,61-80
22476,2023-08-28 11:17:04,Clothing,146,3,712,PayPal,67,0.0,Brian Mitchell,67,Male,0,2023,8,28,0,61-80
22476,2020-01-01 18:31:08,Clothing,145,2,4745,PayPal,67,0.0,Brian Mitchell,67,Male,0,2020,1,1,2,61-80
22476,2020-10-24 04:25:25,Clothing,241,4,644,Credit Card,67,1.0,Brian Mitchell,67,Male,0,2020,10,24,5,61-80
23305,2023-05-22 22:02:43,Clothing,28,4,1356,Credit Card,34,1.0,Alexandra Reed,34,Female,1,2023,5,22,0,21-40
23305,2020-07-20 18:34:45,Clothing,210,1,4229,Credit Card,34,0.0,Alexandra Reed,34,Female,1,2020,7,20,0,21-40
23305,2022-05-03 15:27:27,Clothing,342,5,4780,Credit Card,34,1.0,Alexandra Reed,34,Female,1,2022,5,3,1,21-40
43695,2020-03-08 15:06:19,Clothing,55,1,2610,Cash,45,1.0,Bradley Richardson,45,Male,0,2020,3,8,6,41-60
43695,2020-02-22 06:49:51,Books,55,4,1481,Credit Card,45,,Bradley Richardson,45,Male,0,2020,2,22,5,41-60
43695,2021-04-09 22:13:32,Home,313,1,3487,PayPal,45,1.0,Bradley Richardson,45,Male,0,2021,4,9,4,41-60
43695,2021-02-12 07:50:23,Books,415,2,1816,Cash,45,1.0,Bradley Richardson,45,Male,0,2021,2,12,4,41-60
43695,2020-02-16 17:25:33,Clothing,483,2,1626,Credit Card,45,0.0,Bradley Richardson,45,Male,0,2020,2,16,6,41-60
43695,2021-01-29 21:40:36,Books,340,1,436,Credit Card,45,0.0,Bradley Richardson,45,Male,0,2021,1,29,4,41-60
43695,2020-11-27 02:28:47,Home,239,2,2104,Cash,45,0.0,Bradley Richardson,45,Male,0,2020,11,27,4,41-60
43695,2022-04-30 11:08:09,Books,307,1,2785,Credit Card,45,1.0,Bradley Richardson,45,Male,0,2022,4,30,5,41-60
43695,2022-03-08 20:05:14,Home,346,4,643,Crypto,45,,Bradley Richardson,45,Male,0,2022,3,8,1,41-60
43695,2023-09-06 03:48:41,Books,342,4,759,Credit Card,45,,Bradley Richardson,45,Male,0,2023,9,6,2,41-60
43695,2021-07-08 13:24:38,Clothing,231,5,4546,Crypto,45,0.0,Bradley Richardson,45,Male,0,2021,7,8,3,41-60
43695,2022-03-20 10:23:56,Home,198,3,3500,Cash,45,1.0,Bradley Richardson,45,Male,0,2022,3,20,6,41-60
40848,2021-02-24 22:24:46,Home,30,4,1702,PayPal,55,1.0,Dawn Turner,55,Female,0,2021,2,24,2,41-60
40848,2023-03-30 01:34:45,Electronics,115,1,3998,Credit Card,55,0.0,Dawn Turner,55,Female,0,2023,3,30,3,41-60
40848,2022-07-08 18:28:09,Electronics,10,4,1337,Credit Card,55,1.0,Dawn Turner,55,Female,0,2022,7,8,4,41-60
40848,2023-02-06 10:24:32,Books,172,3,4687,Crypto,55,1.0,Dawn Turner,55,Female,0,2023,2,6,0,41-60
40848,2020-11-17 14:25:01,Books,241,3,3603,Credit Card,55,1.0,Dawn Turner,55,Female,0,2020,11,17,1,41-60
40848,2021-12-31 00:38:40,Home,131,1,3270,Credit Card,55,,Dawn Turner,55,Female,0,2021,12,31,4,41-60
40848,2020-08-27 12:39:04,Clothing,274,4,3238,Cash,55,0.0,Dawn Turner,55,Female,0,2020,8,27,3,41-60
17967,2023-06-12 09:38:13,Clothing,221,4,1862,Credit Card,63,1.0,Wendy Johnson,63,Female,1,2023,6,12,0,61-80
17967,2022-10-31 15:03:26,Clothing,261,4,4924,Cash,63,0.0,Wendy Johnson,63,Female,1,2022,10,31,0,61-80
17967,2023-06-18 19:31:40,Books,287,3,879,Cash,63,0.0,Wendy Johnson,63,Female,1,2023,6,18,6,61-80
17967,2021-06-23 02:08:30,Home,294,2,3657,Crypto,63,1.0,Wendy Johnson,63,Female,1,2021,6,23,2,61-80
17967,2022-08-29 21:36:49,Clothing,68,5,2286,PayPal,63,0.0,Wendy Johnson,63,Female,1,2022,8,29,0,61-80
17967,2022-11-04 02:59:16,Clothing,69,4,3788,Crypto,63,1.0,Wendy Johnson,63,Female,1,2022,11,4,4,61-80
17967,2022-11-13 16:42:57,Electronics,88,4,2951,PayPal,63,0.0,Wendy Johnson,63,Female,1,2022,11,13,6,61-80
13518,2020-06-23 22:12:37,Clothing,419,4,156,PayPal,18,0.0,Erica Turner,18,Male,0,2020,6,23,1,0-20
13518,2020-07-30 03:36:48,Electronics,384,3,3308,Cash,18,0.0,Erica Turner,18,Male,0,2020,7,30,3,0-20
13518,2021-05-18 04:21:41,Home,357,1,218,PayPal,18,0.0,Erica Turner,18,Male,0,2021,5,18,1,0-20
13518,2021-12-20 00:15:39,Clothing,307,1,2545,Credit Card,18,0.0,Erica Turner,18,Male,0,2021,12,20,0,0-20
13518,2022-02-11 22:45:16,Clothing,176,4,1007,PayPal,18,1.0,Erica Turner,18,Male,0,2022,2,11,4,0-20
13518,2022-04-18 02:35:42,Clothing,268,3,3566,PayPal,18,1.0,Erica Turner,18,Male,0,2022,4,18,0,0-20
13518,2022-04-26 11:07:39,Electronics,119,1,4440,Credit Card,18,0.0,Erica Turner,18,Male,0,2022,4,26,1,0-20
13518,2021-04-25 13:06:48,Clothing,446,1,3687,Credit Card,18,1.0,Erica Turner,18,Male,0,2021,4,25,6,0-20
13518,2021-01-10 18:20:05,Books,203,2,1726,Credit Card,18,0.0,Erica Turner,18,Male,0,2021,1,10,6,0-20
32116,2020-09-11 12:42:01,Books,355,2,4604,PayPal,58,0.0,Randy Stevens,58,Female,0,2020,9,11,4,41-60
32116,2020-08-20 05:48:47,Electronics,12,5,2316,Credit Card,58,,Randy Stevens,58,Female,0,2020,8,20,3,41-60
32116,2021-03-01 05:56:27,Home,487,3,3984,PayPal,58,0.0,Randy Stevens,58,Female,0,2021,3,1,0,41-60
32116,2021-09-03 11:42:09,Home,72,3,3668,Credit Card,58,,Randy Stevens,58,Female,0,2021,9,3,4,41-60
13918,2022-12-18 18:55:04,Books,485,1,2906,Credit Card,19,,Jason Todd,19,Female,0,2022,12,18,6,0-20
13918,2023-06-22 12:42:00,Electronics,471,1,873,PayPal,19,0.0,Jason Todd,19,Female,0,2023,6,22,3,0-20
13918,2020-06-07 19:24:00,Books,431,5,1727,Credit Card,19,0.0,Jason Todd,19,Female,0,2020,6,7,6,0-20
13918,2020-05-06 23:12:26,Electronics,220,1,3203,PayPal,19,1.0,Jason Todd,19,Female,0,2020,5,6,2,0-20
20854,2021-10-03 12:40:09,Home,396,3,1023,Credit Card,61,0.0,Teresa Riley,61,Male,0,2021,10,3,6,61-80
20854,2022-06-25 18:30:52,Clothing,311,2,2729,PayPal,61,0.0,Teresa Riley,61,Male,0,2022,6,25,5,61-80
20854,2023-08-17 23:07:35,Clothing,177,1,2827,Credit Card,61,0.0,Teresa Riley,61,Male,0,2023,8,17,3,61-80
20854,2022-10-07 06:15:07,Books,285,1,1388,PayPal,61,,Teresa Riley,61,Male,0,2022,10,7,4,61-80
20854,2023-03-02 01:22:44,Electronics,468,4,1861,Cash,61,1.0,Teresa Riley,61,Male,0,2023,3,2,3,61-80
20854,2023-07-04 00:01:31,Books,28,1,1838,Credit Card,61,0.0,Teresa Riley,61,Male,0,2023,7,4,1,61-80
20854,2023-07-29 10:41:28,Electronics,126,1,3162,Credit Card,61,0.0,Teresa Riley,61,Male,0,2023,7,29,5,61-80
20854,2023-01-17 16:01:19,Books,100,5,720,PayPal,61,1.0,Teresa Riley,61,Male,0,2023,1,17,1,61-80
20854,2022-10-15 07:31:15,Home,144,2,1960,Cash,61,0.0,Teresa Riley,61,Male,0,2022,10,15,5,61-80
20854,2020-12-02 17:41:35,Clothing,297,3,2326,Credit Card,61,1.0,Teresa Riley,61,Male,0,2020,12,2,2,61-80
23891,2022-11-11 16:30:32,Home,270,1,4898,Credit Card,26,1.0,Jennifer Shaw,26,Female,0,2022,11,11,4,21-40
23891,2021-01-11 17:59:42,Home,314,5,5014,Cash,26,0.0,Jennifer Shaw,26,Female,0,2021,1,11,0,21-40
